客户ID,年龄,性别,购买商品,商品类别,消费金额(美元),所在州,尺码,颜色,季节,评分,是否订阅,配送方式,是否使用折扣,是否使用优惠码,历史购买次数,支付方式,购买频率
3289,67,女,手提包,配饰,61,South Carolina,XL,白色,春,4.9,否,次日达,否,No,19,信用卡,双周
3290,31,女,双肩包,配饰,50,Montana,M,栗色,夏,4.0,否,两日达,否,No,16,Venmo,每三个月
3291,52,女,大衣,外套,82,North Dakota,L,黑色,春,3.1,否,包邮,否,No,2,PayPal,每月
3292,29,女,腰带,配饰,51,New Mexico,L,橄榄绿,秋,2.6,否,两日达,否,No,11,现金,每月
3293,62,女,手提包,配饰,23,Missouri,L,灰色,春,4.9,否,标准快递,否,No,18,银行转账,每两周
3294,19,女,大衣,外套,91,West Virginia,M,金色,春,3.5,否,两日达,否,No,47,信用卡,每两周
3295,62,女,毛衣,服装,60,South Carolina,S,品红色,春,4.5,否,门店自提,否,No,15,银行转账,双周
3296,70,女,女式衬衫,服装,34,West Virginia,S,薰衣草紫,夏,2.8,否,次日达,否,No,15,现金,每周
3297,20,女,女式衬衫,服装,23,Alaska,M,绿色,春,4.2,否,次日达,否,No,47,Venmo,每季
3298,67,女,腰带,配饰,82,West Virginia,M,紫罗兰色,秋,4.1,否,包邮,否,No,47,PayPal,每月
3299,65,女,夹克,外套,73,New Mexico,M,棕色,秋,3.5,否,快递,否,No,6,银行转账,每三个月
3300,45,女,短裤,服装,32,South Dakota,L,青绿色,春,4.0,否,两日达,否,No,18,Venmo,每月
3301,26,女,帽子,配饰,80,Oklahoma,M,炭灰色,春,4.0,否,快递,否,No,40,银行转账,双周
3302,36,女,长裤,服装,58,Oklahoma,XL,炭灰色,夏,2.5,否,包邮,否,No,31,信用卡,每两周
3303,36,女,女式衬衫,服装,82,Alabama,XL,米色,冬,4.2,否,标准快递,否,No,31,Venmo,双周
3304,20,女,腰带,配饰,60,Mississippi,S,绿松石色,夏,3.4,否,次日达,否,No,4,信用卡,每两周
3305,30,女,手提包,配饰,79,Mississippi,XL,橙色,秋,4.8,否,次日达,否,No,36,银行转账,每三个月
3306,34,女,卫衣,服装,41,Nebraska,L,青色,夏,4.9,否,标准快递,否,No,31,PayPal,双周
3307,63,女,夹克,外套,39,Colorado,L,橙色,夏,3.6,否,门店自提,否,No,6,Venmo,每两周
3308,18,女,围巾,配饰,36,Pennsylvania,S,绿色,冬,4.0,否,门店自提,否,No,1,现金,每月
3309,55,女,牛仔裤,服装,70,Utah,M,粉色,秋,2.6,否,快递,否,No,29,现金,每月
3310,48,女,手提包,配饰,47,Massachusetts,M,蓝色,夏,3.1,否,门店自提,否,No,19,PayPal,每月
3311,45,女,夹克,外套,27,Iowa,M,粉色,冬,3.6,否,包邮,否,No,12,PayPal,每两周
3312,29,女,帽子,配饰,52,Florida,L,蓝色,夏,4.0,否,快递,否,No,18,银行转账,每年
3313,55,女,运动鞋,鞋履,75,Louisiana,L,黑色,夏,3.9,否,次日达,否,No,45,现金,每季
3314,55,女,帽子,配饰,30,Kansas,XL,黑色,秋,3.9,否,快递,否,No,45,信用卡,每月
3315,55,女,袜子,服装,94,Kansas,M,紫罗兰色,春,3.3,否,标准快递,否,No,8,信用卡,每季
3316,48,女,围巾,配饰,68,Kentucky,S,金色,夏,2.9,否,标准快递,否,No,4,PayPal,每三个月
3317,42,女,袜子,服装,45,New Mexico,M,橄榄绿,夏,3.1,否,包邮,否,No,5,借记卡,每两周
3318,21,女,帽子,配饰,67,North Carolina,XL,粉色,夏,4.7,否,标准快递,否,No,30,现金,每季
3319,45,女,夹克,外套,46,North Dakota,M,橄榄绿,夏,3.9,否,包邮,否,No,15,PayPal,每月
3320,23,女,短裤,服装,31,North Dakota,M,靛蓝色,夏,4.3,否,次日达,否,No,17,信用卡,每三个月
3321,66,女,女式衬衫,服装,44,Illinois,XL,银色,秋,4.2,否,两日达,否,No,45,现金,每三个月
3322,32,女,大衣,外套,100,Maine,S,炭灰色,冬,4.3,否,次日达,否,No,3,Venmo,每年
3323,52,女,毛衣,服装,92,Indiana,XL,橙色,冬,4.6,否,次日达,否,No,43,PayPal,每周
3324,54,女,手提包,配饰,78,North Dakota,M,黄色,冬,3.8,否,包邮,否,No,4,信用卡,每月
3325,37,女,T恤,服装,32,Missouri,S,红色,秋,3.3,否,标准快递,否,No,41,Venmo,每周
3326,29,女,凉鞋,鞋履,97,Alaska,M,栗色,秋,3.7,否,两日达,否,No,16,Venmo,每月
3327,47,女,手套,配饰,95,North Dakota,M,品红色,夏,4.3,否,标准快递,否,No,10,借记卡,每年
3328,47,女,短裤,服装,64,Connecticut,M,黑色,春,4.1,否,快递,否,No,2,借记卡,每季
3329,42,女,凉鞋,鞋履,35,Wisconsin,M,紫罗兰色,春,3.2,否,包邮,否,No,11,现金,双周
3330,34,女,双肩包,配饰,54,New Jersey,M,灰色,冬,3.8,否,快递,否,No,1,借记卡,双周
3331,38,女,运动鞋,鞋履,96,Missouri,M,黑色,春,3.2,否,两日达,否,No,41,银行转账,每季
3332,55,女,太阳镜,配饰,58,California,M,粉色,夏,3.5,否,包邮,否,No,39,PayPal,每季
3333,27,女,T恤,服装,23,Washington,M,银色,夏,3.1,否,两日达,否,No,1,PayPal,双周
3334,55,女,牛仔裤,服装,35,Minnesota,M,紫罗兰色,春,4.2,否,快递,否,No,3,PayPal,每月
3335,66,女,衬衫,服装,23,California,M,米色,夏,3.4,否,包邮,否,No,21,信用卡,每年
3336,44,女,帽子,配饰,94,Texas,XL,青色,冬,3.5,否,快递,否,No,48,银行转账,每季
3337,39,女,女式衬衫,服装,45,Montana,M,棕色,秋,4.0,否,包邮,否,No,24,借记卡,每年
3338,23,女,夹克,外套,23,Arizona,L,蓝色,冬,4.4,否,两日达,否,No,45,银行转账,双周
3339,29,女,半身裙,服装,94,Minnesota,L,白色,冬,2.9,否,两日达,否,No,46,信用卡,每月
3340,20,女,手套,配饰,99,Nebraska,M,青色,秋,3.6,否,门店自提,否,No,35,现金,每两周
3341,42,女,T恤,服装,36,Virginia,XL,栗色,秋,4.4,否,包邮,否,No,47,信用卡,每两周
3342,55,女,夹克,外套,50,Connecticut,XL,橄榄绿,夏,4.5,否,标准快递,否,No,35,信用卡,每月
3343,66,女,夹克,外套,81,New Jersey,M,紫罗兰色,春,3.8,否,包邮,否,No,45,信用卡,每周
3344,24,女,短裤,服装,31,Kentucky,XL,绿色,冬,3.6,否,两日达,否,No,6,现金,双周
3345,62,女,帽子,配饰,48,Washington,XL,品红色,秋,4.3,否,包邮,否,No,20,现金,每年
3346,28,女,手提包,配饰,91,Florida,M,绿松石色,夏,4.0,否,两日达,否,No,3,Venmo,双周
3347,30,女,牛仔裤,服装,99,Oklahoma,M,黑色,夏,3.4,否,快递,否,No,30,Venmo,每季
3348,22,女,鞋子,鞋履,70,Iowa,XL,青色,夏,4.4,否,标准快递,否,No,28,PayPal,双周
3349,28,女,T恤,服装,74,New Hampshire,L,灰色,冬,2.8,否,标准快递,否,No,15,现金,每三个月
3350,35,女,首饰,配饰,79,Georgia,M,红色,秋,2.8,否,门店自提,否,No,29,PayPal,每季
3351,45,女,手提包,配饰,33,Mississippi,S,橄榄绿,秋,4.9,否,两日达,否,No,15,现金,双周
3352,43,女,衬衫,服装,49,New Hampshire,L,青色,春,4.2,否,两日达,否,No,18,银行转账,每两周
3353,55,女,腰带,配饰,96,Washington,M,青绿色,夏,2.9,否,次日达,否,No,7,银行转账,双周
3354,31,女,连衣裙,服装,66,Ohio,L,青绿色,秋,4.6,否,包邮,否,No,19,信用卡,每三个月
3355,42,女,半身裙,服装,45,Maryland,M,橙色,秋,2.8,否,次日达,否,No,15,PayPal,每周
3356,40,女,女式衬衫,服装,28,Delaware,M,桃色,春,2.6,否,门店自提,否,No,3,银行转账,双周
3357,39,女,牛仔裤,服装,48,Tennessee,M,银色,夏,3.5,否,门店自提,否,No,13,PayPal,双周
3358,41,女,卫衣,服装,67,Arkansas,M,粉色,冬,3.5,否,包邮,否,No,37,信用卡,每月
3359,56,女,T恤,服装,59,Tennessee,M,品红色,秋,3.4,否,两日达,否,No,26,现金,每年
3360,43,女,太阳镜,配饰,74,New Hampshire,L,红色,秋,3.9,否,次日达,否,No,29,借记卡,每月
3361,22,女,夹克,外套,81,Minnesota,M,栗色,春,3.3,否,两日达,否,No,47,现金,每三个月
3362,47,女,鞋子,鞋履,26,Florida,M,银色,春,4.1,否,包邮,否,No,47,信用卡,双周
3363,50,女,手提包,配饰,61,Tennessee,M,灰色,夏,3.0,否,次日达,否,No,48,Venmo,每两周
3364,58,女,毛衣,服装,23,California,M,绿松石色,冬,3.0,否,次日达,否,No,46,银行转账,双周
3365,50,女,围巾,配饰,33,Oregon,M,桃色,秋,3.2,否,标准快递,否,No,7,信用卡,每月
3366,43,女,半身裙,服装,58,Tennessee,L,青绿色,秋,3.9,否,快递,否,No,45,信用卡,每三个月
3367,38,女,手套,配饰,65,North Carolina,M,红色,春,3.6,否,两日达,否,No,47,借记卡,每季
3368,44,女,T恤,服装,48,Tennessee,M,蓝色,夏,3.1,否,门店自提,否,No,6,Venmo,每两周
3369,30,女,凉鞋,鞋履,25,Nebraska,M,蓝色,春,4.8,否,快递,否,No,29,银行转账,每三个月
3370,47,女,毛衣,服装,51,Maine,M,靛蓝色,冬,3.8,否,两日达,否,No,42,现金,每月
3371,30,女,腰带,配饰,31,Illinois,M,炭灰色,夏,2.8,否,门店自提,否,No,46,现金,每两周
3372,49,女,卫衣,服装,99,Colorado,S,绿松石色,冬,4.0,否,次日达,否,No,28,PayPal,每年
3373,56,女,袜子,服装,25,Pennsylvania,M,栗色,冬,4.6,否,包邮,否,No,14,信用卡,每三个月
3374,70,女,凉鞋,鞋履,52,Minnesota,M,紫色,春,3.5,否,门店自提,否,No,12,借记卡,每三个月
3375,22,女,女式衬衫,服装,47,Nevada,S,薰衣草紫,春,3.7,否,两日达,否,No,41,借记卡,每年
3376,51,女,靴子,鞋履,98,Connecticut,XL,黄色,秋,4.9,否,快递,否,No,8,信用卡,每年
3377,22,女,帽子,配饰,46,Ohio,M,绿色,冬,4.1,否,门店自提,否,No,24,现金,每季
3378,37,女,衬衫,服装,32,Kentucky,M,黄色,冬,4.6,否,次日达,否,No,18,PayPal,每两周
3379,49,女,短裤,服装,75,Minnesota,L,金色,秋,4.5,否,次日达,否,No,6,现金,每季
3380,61,女,手提包,配饰,51,Tennessee,L,绿松石色,夏,5.0,否,门店自提,否,No,40,现金,每周
3381,41,女,连衣裙,服装,52,North Dakota,L,蓝色,夏,3.8,否,标准快递,否,No,6,PayPal,每三个月
3382,57,女,帽子,配饰,66,Minnesota,L,绿松石色,冬,4.7,否,标准快递,否,No,27,信用卡,每季
3383,34,女,毛衣,服装,35,Nebraska,M,栗色,春,2.8,否,快递,否,No,2,银行转账,每周
3384,27,女,大衣,外套,43,Delaware,M,粉色,秋,2.6,否,次日达,否,No,39,Venmo,双周
3385,39,女,卫衣,服装,24,Minnesota,L,栗色,夏,3.8,否,包邮,否,No,9,Venmo,每季
3386,62,女,首饰,配饰,83,Rhode Island,M,橄榄绿,冬,2.8,否,标准快递,否,No,16,信用卡,每三个月
3387,34,女,T恤,服装,62,Michigan,M,薰衣草紫,秋,2.6,否,两日达,否,No,36,现金,每季
3388,53,女,长裤,服装,78,New Jersey,S,粉色,春,3.4,否,两日达,否,No,2,信用卡,双周
3389,35,女,毛衣,服装,61,South Dakota,M,青色,春,4.5,否,门店自提,否,No,21,信用卡,每周
3390,38,女,长裤,服装,57,North Carolina,L,栗色,秋,3.8,否,包邮,否,No,39,Venmo,每年
3391,32,女,袜子,服装,70,Oregon,S,红色,夏,3.0,否,次日达,否,No,38,PayPal,每年
3392,47,女,卫衣,服装,57,Montana,M,银色,秋,3.7,否,两日达,否,No,6,借记卡,每三个月
3393,53,女,围巾,配饰,74,New Jersey,XL,蓝色,冬,4.4,否,包邮,否,No,6,Venmo,双周
3394,60,女,连衣裙,服装,90,Arizona,M,金色,秋,3.1,否,次日达,否,No,50,借记卡,每月
3395,31,女,凉鞋,鞋履,98,Vermont,S,黄色,春,4.2,否,门店自提,否,No,9,PayPal,每年
3396,44,女,连衣裙,服装,43,Colorado,M,银色,冬,3.1,否,包邮,否,No,15,借记卡,每三个月
3397,29,女,长裤,服装,37,Tennessee,XL,黑色,冬,5.0,否,次日达,否,No,5,PayPal,每季
3398,19,女,女式衬衫,服装,38,New Jersey,L,黄色,夏,2.7,否,标准快递,否,No,13,银行转账,双周
3399,54,女,牛仔裤,服装,60,Montana,L,粉色,冬,3.8,否,标准快递,否,No,44,现金,每两周
3400,40,女,长裤,服装,55,Montana,XL,黄色,冬,3.3,否,标准快递,否,No,36,借记卡,每年
3401,39,女,太阳镜,配饰,51,Nevada,M,薰衣草紫,秋,4.8,否,包邮,否,No,18,Venmo,每两周
3402,44,女,双肩包,配饰,71,Nevada,L,桃色,冬,3.4,否,标准快递,否,No,39,信用卡,每周
3403,22,女,卫衣,服装,61,Louisiana,M,黑色,春,4.4,否,两日达,否,No,11,PayPal,每三个月
3404,30,女,靴子,鞋履,65,Illinois,M,橄榄绿,夏,3.9,否,标准快递,否,No,1,现金,双周
3405,69,女,手套,配饰,34,South Carolina,L,橄榄绿,秋,3.9,否,两日达,否,No,34,信用卡,每年
3406,28,女,女式衬衫,服装,87,Washington,M,白色,夏,4.2,否,门店自提,否,No,47,银行转账,双周
3407,57,女,毛衣,服装,79,Nebraska,M,红色,春,4.0,否,门店自提,否,No,24,Venmo,每季
3408,46,女,连衣裙,服装,46,Alabama,S,紫色,春,2.6,否,门店自提,否,No,20,现金,每季
3409,48,女,袜子,服装,72,Montana,L,紫色,夏,4.4,否,标准快递,否,No,11,银行转账,每年
3410,24,女,衬衫,服装,93,Minnesota,M,青绿色,夏,3.2,否,次日达,否,No,3,信用卡,每三个月
3411,50,女,凉鞋,鞋履,76,Ohio,L,青绿色,夏,4.3,否,包邮,否,No,38,银行转账,双周
3412,29,女,鞋子,鞋履,56,New York,L,灰色,冬,4.9,否,两日达,否,No,45,现金,每周
3413,61,女,凉鞋,鞋履,83,Indiana,M,品红色,秋,3.8,否,门店自提,否,No,31,Venmo,每季
3414,34,女,手套,配饰,90,Delaware,XL,黑色,冬,2.5,否,快递,否,No,16,PayPal,双周
3415,27,女,靴子,鞋履,94,Connecticut,M,栗色,春,4.9,否,次日达,否,No,3,银行转账,每季
3416,38,女,女式衬衫,服装,68,New York,M,金色,秋,3.0,否,两日达,否,No,15,银行转账,每年
3417,25,女,凉鞋,鞋履,53,Alabama,M,紫色,春,3.2,否,门店自提,否,No,11,银行转账,每三个月
3418,54,女,大衣,外套,35,Massachusetts,M,蓝色,夏,2.9,否,两日达,否,No,22,借记卡,每两周
3419,53,女,夹克,外套,30,South Carolina,M,米色,夏,2.8,否,包邮,否,No,35,借记卡,每年
3420,23,女,首饰,配饰,26,West Virginia,L,靛蓝色,冬,3.1,否,门店自提,否,No,5,Venmo,双周
3421,19,女,帽子,配饰,60,Kentucky,M,紫色,冬,3.4,否,快递,否,No,35,PayPal,双周
3422,57,女,鞋子,鞋履,30,New Jersey,M,栗色,夏,2.9,否,包邮,否,No,27,PayPal,每周
3423,19,女,大衣,外套,91,New York,L,米色,冬,3.2,否,次日达,否,No,9,Venmo,每月
3424,33,女,靴子,鞋履,71,Massachusetts,M,棕色,春,3.8,否,次日达,否,No,21,PayPal,双周
3425,33,女,围巾,配饰,64,Florida,L,绿色,夏,3.6,否,两日达,否,No,23,信用卡,每月
3426,38,女,帽子,配饰,54,Michigan,M,蓝色,夏,4.3,否,次日达,否,No,3,借记卡,双周
3427,47,女,袜子,服装,35,Oregon,XL,品红色,秋,4.8,否,两日达,否,No,31,信用卡,每年
3428,39,女,T恤,服装,38,Michigan,XL,绿松石色,冬,2.5,否,门店自提,否,No,44,现金,每年
3429,32,女,首饰,配饰,69,Washington,M,灰色,秋,2.5,否,次日达,否,No,20,Venmo,每月
3430,27,女,半身裙,服装,96,Alaska,S,紫色,冬,4.6,否,快递,否,No,34,借记卡,每周
3431,67,女,袜子,服装,73,Montana,M,薰衣草紫,冬,4.2,否,次日达,否,No,17,银行转账,每三个月
3432,46,女,腰带,配饰,49,New Mexico,S,绿色,夏,4.2,否,快递,否,No,20,Venmo,每年
3433,36,女,靴子,鞋履,44,Connecticut,M,灰色,夏,4.8,否,两日达,否,No,46,PayPal,每三个月
3434,62,女,袜子,服装,93,Alaska,M,黄色,春,4.5,否,包邮,否,No,28,PayPal,每年
3435,31,女,长裤,服装,72,Ohio,S,橙色,夏,3.3,否,两日达,否,No,6,Venmo,每两周
3436,68,女,袜子,服装,91,Montana,M,米色,夏,2.7,否,两日达,否,No,50,借记卡,双周
3437,57,女,腰带,配饰,83,Nebraska,L,桃色,冬,2.8,否,两日达,否,No,41,银行转账,每月
3438,22,女,夹克,外套,62,Oklahoma,S,绿色,冬,3.5,否,两日达,否,No,50,PayPal,每年
3439,26,女,衬衫,服装,71,Kentucky,M,紫罗兰色,秋,3.0,否,门店自提,否,No,33,信用卡,每月
3440,43,女,手套,配饰,93,Idaho,M,灰色,夏,4.5,否,快递,否,No,25,Venmo,每季
3441,45,女,手提包,配饰,63,Maryland,L,品红色,秋,4.3,否,两日达,否,No,2,PayPal,每周
3442,64,女,毛衣,服装,96,Tennessee,XL,炭灰色,秋,4.1,否,标准快递,否,No,15,信用卡,每年
3443,28,女,半身裙,服装,78,Michigan,M,紫罗兰色,春,4.3,否,次日达,否,No,12,PayPal,每周
3444,47,女,连衣裙,服装,24,Tennessee,L,银色,夏,5.0,否,包邮,否,No,28,现金,双周
3445,53,女,长裤,服装,63,Rhode Island,S,绿色,夏,3.8,否,两日达,否,No,12,银行转账,双周
3446,42,女,帽子,配饰,58,Florida,M,品红色,秋,4.9,否,标准快递,否,No,3,借记卡,每年
3447,51,女,靴子,鞋履,55,Louisiana,S,紫色,春,5.0,否,两日达,否,No,20,现金,每周
3448,62,女,凉鞋,鞋履,58,Arkansas,M,蓝色,秋,4.3,否,快递,否,No,3,银行转账,双周
3449,18,女,大衣,外套,28,Kentucky,S,黄色,冬,4.1,否,快递,否,No,32,银行转账,每两周
3450,48,女,女式衬衫,服装,37,Kansas,M,棕色,春,4.5,否,标准快递,否,No,35,现金,每月
3451,20,女,短裤,服装,78,Vermont,M,粉色,春,3.6,否,门店自提,否,No,31,PayPal,每月
3452,32,女,女式衬衫,服装,73,Nevada,XL,银色,秋,3.0,否,包邮,否,No,13,信用卡,每年
3453,26,女,夹克,外套,20,Oklahoma,M,靛蓝色,春,3.7,否,次日达,否,No,3,Venmo,每两周
3454,31,女,衬衫,服装,60,Alabama,L,粉色,冬,4.3,否,标准快递,否,No,48,Venmo,双周
3455,55,女,手提包,配饰,71,Louisiana,S,薰衣草紫,秋,4.6,否,门店自提,否,No,15,PayPal,双周
3456,49,女,T恤,服装,89,Ohio,M,橙色,秋,4.7,否,标准快递,否,No,13,Venmo,每年
3457,42,女,卫衣,服装,53,Texas,M,红色,秋,4.6,否,快递,否,No,21,Venmo,每月
3458,64,女,首饰,配饰,87,Maryland,M,灰色,夏,3.0,否,快递,否,No,29,现金,每两周
3459,68,女,首饰,配饰,37,West Virginia,L,紫罗兰色,春,3.4,否,标准快递,否,No,24,Venmo,每季
3460,68,女,卫衣,服装,37,Ohio,L,绿色,秋,3.8,否,快递,否,No,21,PayPal,每年
3461,41,女,围巾,配饰,78,Indiana,M,金色,春,3.1,否,快递,否,No,5,银行转账,双周
3462,51,女,鞋子,鞋履,23,Wyoming,S,栗色,春,4.4,否,标准快递,否,No,47,现金,每季
3463,44,女,牛仔裤,服装,73,Michigan,L,橄榄绿,春,4.5,否,标准快递,否,No,34,信用卡,每三个月
3464,27,女,首饰,配饰,27,Maine,M,黄色,秋,2.8,否,两日达,否,No,45,PayPal,每两周
3465,36,女,大衣,外套,59,Utah,S,桃色,冬,2.7,否,次日达,否,No,12,PayPal,每年
3466,19,女,双肩包,配饰,53,Iowa,M,金色,春,3.4,否,标准快递,否,No,31,借记卡,每周
3467,49,女,袜子,服装,42,Maryland,S,紫色,夏,4.6,否,标准快递,否,No,43,银行转账,每年
3468,18,女,围巾,配饰,45,Texas,M,炭灰色,秋,5.0,否,次日达,否,No,5,信用卡,每年
3469,36,女,太阳镜,配饰,89,Ohio,S,靛蓝色,冬,3.5,否,标准快递,否,No,36,借记卡,每季
3470,36,女,袜子,服装,85,North Dakota,L,品红色,秋,3.3,否,门店自提,否,No,12,现金,每年
3471,19,女,大衣,外套,69,West Virginia,S,橄榄绿,夏,4.5,否,包邮,否,No,31,现金,双周
3472,43,女,凉鞋,鞋履,66,North Carolina,S,蓝色,春,3.1,否,门店自提,否,No,31,现金,双周
3473,31,女,女式衬衫,服装,42,Georgia,S,白色,夏,4.0,否,包邮,否,No,15,借记卡,每周
3474,63,女,连衣裙,服装,40,Kansas,M,青色,春,2.5,否,快递,否,No,11,现金,每周
3475,41,女,长裤,服装,82,Maine,M,青色,冬,4.4,否,门店自提,否,No,18,Venmo,每月
3476,48,女,运动鞋,鞋履,88,South Carolina,M,橙色,春,4.4,否,快递,否,No,9,现金,每季
3477,68,女,靴子,鞋履,99,South Carolina,XL,橙色,夏,3.2,否,包邮,否,No,11,现金,每周
3478,53,女,手提包,配饰,85,Kentucky,S,青绿色,春,3.8,否,门店自提,否,No,38,借记卡,双周
3479,36,女,手提包,配饰,57,Arizona,M,品红色,秋,4.6,否,门店自提,否,No,42,PayPal,每季
3480,46,女,毛衣,服装,56,New York,S,橙色,夏,4.9,否,标准快递,否,No,41,现金,每月
3481,21,女,凉鞋,鞋履,79,New Hampshire,L,桃色,冬,3.5,否,包邮,否,No,45,PayPal,每月
3482,52,女,袜子,服装,67,Ohio,S,栗色,夏,3.4,否,门店自提,否,No,41,借记卡,双周
3483,66,女,手套,配饰,61,Hawaii,M,金色,冬,3.9,否,次日达,否,No,35,借记卡,每周
3484,19,女,卫衣,服装,37,Texas,L,白色,冬,3.9,否,快递,否,No,21,信用卡,每三个月
3485,44,女,连衣裙,服装,75,Illinois,L,灰色,秋,4.2,否,包邮,否,No,13,信用卡,双周
3486,50,女,衬衫,服装,21,Massachusetts,XL,棕色,冬,3.4,否,标准快递,否,No,23,借记卡,每两周
3487,51,女,短裤,服装,89,North Carolina,L,炭灰色,冬,4.9,否,标准快递,否,No,6,PayPal,每周
3488,25,女,凉鞋,鞋履,24,West Virginia,L,米色,秋,2.9,否,门店自提,否,No,39,银行转账,每年
3489,62,女,毛衣,服装,27,Delaware,XL,青绿色,春,4.9,否,门店自提,否,No,7,现金,每季
3490,48,女,连衣裙,服装,26,Idaho,L,黑色,夏,4.6,否,两日达,否,No,32,PayPal,每三个月
3491,62,女,靴子,鞋履,82,Oregon,M,紫罗兰色,春,3.6,否,门店自提,否,No,43,信用卡,每季
3492,22,女,长裤,服装,28,Maine,M,橙色,冬,4.3,否,快递,否,No,15,现金,每月
3493,48,女,手套,配饰,65,South Dakota,M,绿松石色,秋,4.6,否,标准快递,否,No,48,银行转账,每年
3494,48,女,长裤,服装,82,New Mexico,XL,黑色,冬,4.7,否,门店自提,否,No,35,信用卡,每周
3495,62,女,围巾,配饰,38,Washington,M,银色,冬,3.5,否,包邮,否,No,41,PayPal,每季
3496,24,女,短裤,服装,33,Georgia,XL,灰色,春,2.8,否,包邮,否,No,14,现金,每周
3497,39,女,鞋子,鞋履,38,Idaho,M,粉色,夏,4.0,否,包邮,否,No,22,PayPal,每月
3498,35,女,手提包,配饰,48,Colorado,M,红色,春,4.3,否,门店自提,否,No,16,Venmo,每三个月
3499,47,女,凉鞋,鞋履,35,Kentucky,M,薰衣草紫,夏,3.8,否,标准快递,否,No,2,银行转账,双周
3500,22,女,袜子,服装,29,New Jersey,L,靛蓝色,秋,3.0,否,次日达,否,No,13,PayPal,每三个月
3501,38,女,衬衫,服装,48,Oregon,S,银色,秋,4.6,否,次日达,否,No,38,借记卡,每两周
3502,53,女,鞋子,鞋履,87,Nebraska,M,银色,秋,4.8,否,标准快递,否,No,43,银行转账,每周
3503,31,女,双肩包,配饰,62,Massachusetts,M,绿色,秋,4.7,否,次日达,否,No,26,银行转账,每季
3504,31,女,衬衫,服装,96,Nebraska,M,粉色,春,3.9,否,包邮,否,No,39,现金,每周
3505,65,女,手提包,配饰,41,Hawaii,S,紫罗兰色,秋,4.0,否,次日达,否,No,50,Venmo,每月
3506,48,女,首饰,配饰,42,Indiana,L,红色,冬,3.7,否,两日达,否,No,40,银行转账,每三个月
3507,18,女,衬衫,服装,57,Illinois,L,橄榄绿,冬,3.7,否,两日达,否,No,12,现金,每两周
3508,46,女,手提包,配饰,65,Colorado,S,紫色,春,4.2,否,门店自提,否,No,33,信用卡,每三个月
3509,52,女,长裤,服装,54,Pennsylvania,M,灰色,秋,4.7,否,标准快递,否,No,49,银行转账,每周
3510,50,女,T恤,服装,22,Ohio,L,棕色,冬,4.3,否,次日达,否,No,43,Venmo,双周
3511,49,女,运动鞋,鞋履,96,Pennsylvania,S,橙色,秋,4.9,否,两日达,否,No,14,Venmo,每月
3512,69,女,首饰,配饰,81,Mississippi,M,蓝色,夏,3.9,否,两日达,否,No,21,信用卡,每三个月
3513,36,女,衬衫,服装,46,Kentucky,M,白色,秋,3.4,否,包邮,否,No,31,借记卡,每季
3514,30,女,女式衬衫,服装,74,Alaska,XL,炭灰色,春,4.2,否,门店自提,否,No,29,信用卡,每两周
3515,25,女,运动鞋,鞋履,50,Georgia,XL,灰色,冬,4.7,否,快递,否,No,32,现金,每月
3516,19,女,连衣裙,服装,80,South Dakota,XL,炭灰色,冬,4.0,否,次日达,否,No,16,借记卡,双周
3517,34,女,靴子,鞋履,56,South Carolina,S,白色,夏,4.0,否,包邮,否,No,38,PayPal,双周
3518,29,女,半身裙,服装,69,Tennessee,M,橙色,冬,3.1,否,次日达,否,No,34,借记卡,每三个月
3519,50,女,衬衫,服装,97,Colorado,M,黑色,春,4.2,否,标准快递,否,No,30,PayPal,每季
3520,31,女,短裤,服装,66,Wisconsin,M,白色,冬,3.7,否,次日达,否,No,14,银行转账,每两周
3521,41,女,帽子,配饰,70,Georgia,S,棕色,春,3.1,否,快递,否,No,33,银行转账,每月
3522,52,女,鞋子,鞋履,50,Maryland,M,粉色,冬,3.7,否,门店自提,否,No,35,Venmo,每周
3523,27,女,长裤,服装,85,New Jersey,M,黄色,春,3.2,否,门店自提,否,No,13,现金,每季
3524,49,女,双肩包,配饰,59,Nevada,M,青色,夏,2.8,否,标准快递,否,No,30,现金,每两周
3525,69,女,长裤,服装,74,Michigan,L,银色,夏,2.9,否,包邮,否,No,30,信用卡,每月
3526,45,女,太阳镜,配饰,38,Wyoming,L,橄榄绿,冬,3.5,否,标准快递,否,No,47,银行转账,每年
3527,20,女,毛衣,服装,99,Massachusetts,M,橄榄绿,春,3.8,否,快递,否,No,1,PayPal,每三个月
3528,25,女,女式衬衫,服装,97,Washington,S,炭灰色,春,4.7,否,包邮,否,No,1,现金,每周
3529,38,女,围巾,配饰,67,Maine,L,灰色,夏,4.5,否,包邮,否,No,33,PayPal,每年
3530,55,女,T恤,服装,20,Montana,S,栗色,冬,3.9,否,次日达,否,No,43,银行转账,每周
3531,62,女,太阳镜,配饰,45,Oklahoma,L,黑色,春,3.4,否,快递,否,No,37,PayPal,每周
3532,54,女,鞋子,鞋履,52,North Dakota,XL,紫罗兰色,冬,4.6,否,两日达,否,No,23,现金,每季
3533,61,女,长裤,服装,68,Connecticut,L,靛蓝色,秋,4.6,否,标准快递,否,No,12,信用卡,每年
3534,50,女,运动鞋,鞋履,98,Texas,L,黄色,秋,4.7,否,标准快递,否,No,30,Venmo,每两周
