客户ID,年龄,性别,购买商品,商品类别,消费金额(美元),所在州,尺码,颜色,季节,评分,是否订阅,配送方式,是否使用折扣,历史购买次数,支付方式,购买频率,年龄段,购买频率天数,客户类型
2935,38,女,手套,配饰,22,Idaho,M,橙色,秋,4.7,否,次日达,否,41,银行转账,每季,成年,90,忠实客户
2936,58,女,运动鞋,鞋履,27,North Carolina,XL,灰色,春,4.6,否,标准快递,否,11,Venmo,每周,老年,7,忠实客户
2937,31,女,半身裙,服装,34,Washington,M,白色,春,3.6,否,快递,否,46,PayPal,每周,青年,7,忠实客户
2938,28,女,手提包,配饰,39,West Virginia,M,白色,春,4.3,否,两日达,否,15,信用卡,每周,青年,7,忠实客户
2939,28,女,太阳镜,配饰,53,Maine,M,紫罗兰色,秋,3.0,否,标准快递,否,15,现金,每月,青年,30,忠实客户
2940,32,女,毛衣,服装,46,Kentucky,M,米色,冬,4.3,否,快递,否,34,Venmo,每周,成年,7,忠实客户
2941,61,女,手提包,配饰,85,Massachusetts,L,米色,夏,4.8,否,次日达,否,13,现金,每月,老年,30,忠实客户
2942,38,女,半身裙,服装,86,Pennsylvania,L,紫色,春,3.7,否,包邮,否,27,PayPal,每月,成年,30,忠实客户
2943,54,女,袜子,服装,63,Hawaii,M,棕色,夏,2.6,否,包邮,否,37,银行转账,每周,中年,7,忠实客户
2944,29,女,衬衫,服装,44,Virginia,M,橙色,春,3.4,否,标准快递,否,37,信用卡,每月,青年,30,忠实客户
2945,50,女,运动鞋,鞋履,95,New York,XL,青色,夏,3.9,否,包邮,否,4,Venmo,每三个月,中年,90,回头客
2946,32,女,腰带,配饰,49,Delaware,M,炭灰色,夏,4.8,否,包邮,否,1,信用卡,每三个月,成年,90,新客户
2947,38,女,长裤,服装,77,Hawaii,L,紫色,春,2.8,否,包邮,否,29,银行转账,每季,成年,90,忠实客户
2948,52,女,首饰,配饰,63,Nebraska,L,桃色,春,4.4,否,标准快递,否,50,Venmo,每年,中年,365,忠实客户
2949,61,女,长裤,服装,83,Vermont,M,紫罗兰色,冬,3.1,否,标准快递,否,38,借记卡,双周,老年,14,忠实客户
2950,25,女,首饰,配饰,93,Iowa,M,桃色,春,3.8,否,门店自提,否,15,PayPal,每年,青年,365,忠实客户
2951,22,女,牛仔裤,服装,91,Iowa,S,栗色,冬,4.1,否,两日达,否,44,借记卡,每三个月,青年,90,忠实客户
2952,47,女,围巾,配饰,99,Arkansas,L,栗色,秋,4.6,否,包邮,否,14,现金,每周,中年,7,忠实客户
2953,50,女,腰带,配饰,24,Alabama,M,桃色,春,4.9,否,次日达,否,5,借记卡,每月,中年,30,回头客
2954,45,女,连衣裙,服装,82,Maryland,M,银色,夏,4.8,否,次日达,否,11,信用卡,每年,中年,365,忠实客户
2955,33,女,T恤,服装,28,South Dakota,M,靛蓝色,冬,3.9,否,快递,否,15,信用卡,每年,成年,365,忠实客户
2956,42,女,靴子,鞋履,67,Vermont,M,银色,冬,2.6,否,包邮,否,46,信用卡,每年,成年,365,忠实客户
2957,52,女,连衣裙,服装,88,Montana,M,橄榄绿,秋,3.7,否,标准快递,否,30,Venmo,每月,中年,30,忠实客户
2958,69,女,首饰,配饰,70,South Dakota,S,灰色,秋,4.7,否,标准快递,否,2,现金,每年,老年,365,回头客
2959,55,女,半身裙,服装,100,Ohio,M,黑色,夏,4.5,否,标准快递,否,28,PayPal,每月,中年,30,忠实客户
2960,38,女,手提包,配饰,28,Texas,L,栗色,夏,4.7,否,包邮,否,9,PayPal,每季,成年,90,回头客
2961,57,女,大衣,外套,48,Indiana,S,橄榄绿,春,3.6,否,标准快递,否,47,信用卡,每周,中年,7,忠实客户
2962,33,女,卫衣,服装,43,New Hampshire,S,金色,秋,2.8,否,包邮,否,21,借记卡,双周,成年,14,忠实客户
2963,57,女,长裤,服装,40,California,L,粉色,秋,4.0,否,快递,否,42,信用卡,每三个月,中年,90,忠实客户
2964,52,女,靴子,鞋履,97,Maine,M,棕色,春,3.6,否,包邮,否,28,信用卡,每周,中年,7,忠实客户
2965,44,女,大衣,外套,25,Ohio,S,白色,秋,3.8,否,两日达,否,13,Venmo,每两周,成年,14,忠实客户
2966,48,女,围巾,配饰,45,Delaware,M,蓝色,夏,4.4,否,标准快递,否,25,PayPal,每两周,中年,14,忠实客户
2967,52,女,靴子,鞋履,49,Oklahoma,L,橙色,秋,2.8,否,门店自提,否,38,借记卡,每三个月,中年,90,忠实客户
2968,34,女,运动鞋,鞋履,36,Indiana,L,银色,夏,3.4,否,包邮,否,40,Venmo,每年,成年,365,忠实客户
2969,26,女,毛衣,服装,48,South Carolina,S,灰色,秋,4.9,否,快递,否,25,现金,每三个月,青年,90,忠实客户
2970,36,女,腰带,配饰,62,Vermont,S,蓝色,秋,4.3,否,次日达,否,20,现金,每三个月,成年,90,忠实客户
2971,24,女,首饰,配饰,74,Kansas,M,白色,冬,3.4,否,包邮,否,44,信用卡,双周,青年,14,忠实客户
2972,30,女,手提包,配饰,100,Utah,L,黄色,秋,3.9,否,次日达,否,9,PayPal,每三个月,青年,90,回头客
2973,31,女,夹克,外套,39,New York,S,靛蓝色,秋,4.2,否,包邮,否,11,Venmo,每三个月,青年,90,忠实客户
2974,25,女,靴子,鞋履,65,Indiana,M,蓝色,夏,2.7,否,门店自提,否,3,银行转账,每两周,青年,14,回头客
2975,57,女,运动鞋,鞋履,99,Tennessee,XL,桃色,夏,4.1,否,门店自提,否,34,信用卡,每周,中年,7,忠实客户
2976,61,女,围巾,配饰,68,Georgia,XL,薰衣草紫,冬,4.5,否,两日达,否,48,现金,每三个月,老年,90,忠实客户
2977,30,女,大衣,外套,97,Nebraska,M,银色,夏,2.8,否,快递,否,28,现金,每两周,青年,14,忠实客户
2978,38,女,短裤,服装,47,Washington,L,金色,冬,3.4,否,标准快递,否,20,Venmo,每年,成年,365,忠实客户
2979,53,女,短裤,服装,56,Idaho,S,青色,春,3.9,否,包邮,否,49,银行转账,每两周,中年,14,忠实客户
2980,31,女,牛仔裤,服装,91,Louisiana,L,橄榄绿,秋,2.6,否,次日达,否,14,PayPal,每周,青年,7,忠实客户
2981,70,女,手套,配饰,93,New Jersey,L,青绿色,秋,4.4,否,两日达,否,9,银行转账,每月,老年,30,回头客
2982,21,女,长裤,服装,36,Delaware,L,粉色,冬,4.9,否,标准快递,否,37,Venmo,每年,青年,365,忠实客户
2983,33,女,连衣裙,服装,45,Wisconsin,M,橙色,夏,3.6,否,门店自提,否,4,信用卡,每周,成年,7,回头客
2984,60,女,长裤,服装,44,West Virginia,M,炭灰色,冬,2.8,否,两日达,否,1,信用卡,每季,老年,90,新客户
2985,45,女,手套,配饰,32,Texas,L,红色,春,4.3,否,两日达,否,36,借记卡,双周,中年,14,忠实客户
2986,46,女,腰带,配饰,36,Hawaii,S,青绿色,夏,3.0,否,快递,否,21,现金,双周,中年,14,忠实客户
2987,62,女,腰带,配饰,85,Arizona,S,银色,夏,3.3,否,两日达,否,16,信用卡,每月,老年,30,忠实客户
2988,63,女,半身裙,服装,36,Louisiana,L,黑色,冬,2.5,否,门店自提,否,42,现金,每月,老年,30,忠实客户
2989,69,女,袜子,服装,55,Nevada,S,粉色,春,5.0,否,两日达,否,31,借记卡,每月,老年,30,忠实客户
2990,46,女,腰带,配饰,20,Rhode Island,XL,青绿色,夏,4.3,否,两日达,否,6,信用卡,每周,中年,7,回头客
2991,69,女,衬衫,服装,91,Illinois,M,青绿色,秋,4.2,否,包邮,否,24,Venmo,每月,老年,30,忠实客户
2992,66,女,连衣裙,服装,71,Utah,L,绿色,夏,3.9,否,标准快递,否,7,PayPal,双周,老年,14,回头客
2993,41,女,袜子,服装,64,North Dakota,M,炭灰色,春,3.9,否,门店自提,否,25,Venmo,每周,成年,7,忠实客户
2994,32,女,夹克,外套,21,Kansas,L,靛蓝色,春,4.2,否,包邮,否,18,现金,双周,成年,14,忠实客户
2995,69,女,毛衣,服装,100,Nevada,S,白色,冬,3.5,否,门店自提,否,14,银行转账,每季,老年,90,忠实客户
2996,29,女,牛仔裤,服装,96,Virginia,M,橙色,夏,2.5,否,标准快递,否,42,借记卡,双周,青年,14,忠实客户
2997,70,女,首饰,配饰,91,Utah,M,白色,春,2.9,否,快递,否,6,Venmo,每三个月,老年,90,回头客
2998,41,女,毛衣,服装,40,Idaho,S,黄色,春,2.7,否,次日达,否,14,Venmo,每三个月,成年,90,忠实客户
2999,31,女,卫衣,服装,53,Alaska,M,红色,夏,4.7,否,快递,否,30,借记卡,每季,青年,90,忠实客户
3000,31,女,太阳镜,配饰,48,New Hampshire,S,炭灰色,冬,3.8,否,标准快递,否,10,现金,每月,青年,30,回头客
3001,57,女,凉鞋,鞋履,70,Ohio,M,薰衣草紫,冬,3.7,否,快递,否,7,PayPal,每周,中年,7,回头客
3002,29,女,大衣,外套,29,Montana,L,炭灰色,夏,4.7,否,快递,否,28,信用卡,每季,青年,90,忠实客户
3003,70,女,腰带,配饰,29,Louisiana,M,栗色,秋,3.6,否,次日达,否,19,银行转账,每季,老年,90,忠实客户
3004,51,女,女式衬衫,服装,53,Oregon,M,棕色,秋,2.8,否,快递,否,13,信用卡,每三个月,中年,90,忠实客户
3005,45,女,半身裙,服装,79,Arizona,M,薰衣草紫,冬,3.7,否,门店自提,否,23,Venmo,每两周,中年,14,忠实客户
3006,18,女,短裤,服装,65,Alaska,XL,棕色,春,3.5,否,快递,否,5,Venmo,每周,青年,7,回头客
3007,37,女,连衣裙,服装,99,Utah,M,橄榄绿,夏,3.7,否,门店自提,否,17,Venmo,双周,成年,14,忠实客户
3008,23,女,太阳镜,配饰,60,New York,L,薰衣草紫,冬,3.0,否,次日达,否,31,Venmo,每周,青年,7,忠实客户
3009,39,女,鞋子,鞋履,86,New Mexico,M,金色,冬,4.9,否,包邮,否,19,PayPal,每周,成年,7,忠实客户
3010,62,女,腰带,配饰,73,Louisiana,M,银色,冬,4.6,否,包邮,否,8,Venmo,每两周,老年,14,回头客
3011,70,女,腰带,配饰,45,Ohio,M,紫罗兰色,冬,3.3,否,包邮,否,15,信用卡,每年,老年,365,忠实客户
3012,20,女,腰带,配饰,70,Nevada,S,棕色,夏,3.0,否,次日达,否,18,信用卡,每三个月,青年,90,忠实客户
3013,42,女,腰带,配饰,65,Idaho,M,青绿色,秋,3.5,否,标准快递,否,16,PayPal,每年,成年,365,忠实客户
3014,41,女,半身裙,服装,55,Arizona,L,桃色,夏,4.2,否,门店自提,否,13,现金,每月,成年,30,忠实客户
3015,24,女,T恤,服装,65,Utah,M,栗色,春,4.5,否,快递,否,38,PayPal,每三个月,青年,90,忠实客户
3016,37,女,围巾,配饰,21,Wyoming,XL,薰衣草紫,春,2.8,否,快递,否,27,银行转账,双周,成年,14,忠实客户
3017,30,女,女式衬衫,服装,26,Indiana,L,薰衣草紫,夏,4.9,否,门店自提,否,31,银行转账,每季,青年,90,忠实客户
3018,58,女,太阳镜,配饰,71,Wisconsin,S,紫色,夏,3.3,否,次日达,否,24,现金,双周,老年,14,忠实客户
3019,43,女,靴子,鞋履,41,Texas,M,绿色,夏,3.0,否,包邮,否,21,借记卡,双周,成年,14,忠实客户
3020,19,女,夹克,外套,44,Utah,M,黄色,冬,3.9,否,两日达,否,15,PayPal,每年,青年,365,忠实客户
3021,23,女,牛仔裤,服装,81,Arkansas,S,炭灰色,秋,2.8,否,门店自提,否,48,Venmo,每三个月,青年,90,忠实客户
3022,65,女,太阳镜,配饰,77,Pennsylvania,S,蓝色,夏,4.5,否,两日达,否,47,现金,每季,老年,90,忠实客户
3023,58,女,凉鞋,鞋履,26,Georgia,M,薰衣草紫,秋,4.0,否,包邮,否,23,PayPal,每周,老年,7,忠实客户
3024,50,女,双肩包,配饰,31,Indiana,M,棕色,夏,2.9,否,快递,否,4,PayPal,每季,中年,90,回头客
3025,67,女,女式衬衫,服装,82,Idaho,S,白色,春,4.0,否,包邮,否,47,信用卡,每三个月,老年,90,忠实客户
3026,40,女,鞋子,鞋履,60,Montana,XL,绿色,夏,3.4,否,门店自提,否,7,PayPal,每月,成年,30,回头客
3027,55,女,衬衫,服装,70,Tennessee,L,品红色,秋,2.5,否,包邮,否,6,信用卡,每年,中年,365,回头客
3028,52,女,卫衣,服装,26,West Virginia,XL,桃色,冬,2.8,否,两日达,否,47,信用卡,每季,中年,90,忠实客户
3029,62,女,连衣裙,服装,100,California,L,炭灰色,夏,3.0,否,包邮,否,7,PayPal,每三个月,老年,90,回头客
3030,64,女,连衣裙,服装,82,Georgia,M,金色,夏,3.1,否,包邮,否,1,借记卡,每季,老年,90,新客户
3031,43,女,运动鞋,鞋履,24,Maryland,XL,紫色,春,2.6,否,两日达,否,23,信用卡,每周,成年,7,忠实客户
3032,61,女,女式衬衫,服装,74,Idaho,L,青绿色,夏,4.9,否,两日达,否,30,信用卡,每月,老年,30,忠实客户
3033,26,女,双肩包,配饰,58,California,XL,绿色,夏,3.5,否,次日达,否,24,信用卡,每季,青年,90,忠实客户
3034,22,女,毛衣,服装,56,Alabama,L,橙色,春,2.6,否,门店自提,否,9,PayPal,每周,青年,7,回头客
3035,51,女,靴子,鞋履,37,Utah,L,桃色,春,3.5,否,两日达,否,25,信用卡,每季,中年,90,忠实客户
3036,69,女,手提包,配饰,64,Kentucky,M,金色,春,4.5,否,包邮,否,18,现金,双周,老年,14,忠实客户
3037,50,女,卫衣,服装,58,Vermont,S,紫罗兰色,春,4.3,否,次日达,否,7,Venmo,每两周,中年,14,回头客
3038,51,女,腰带,配饰,44,Iowa,L,炭灰色,夏,4.8,否,次日达,否,2,现金,每年,中年,365,回头客
3039,56,女,首饰,配饰,39,Georgia,M,棕色,夏,4.2,否,包邮,否,36,借记卡,每年,中年,365,忠实客户
3040,59,女,女式衬衫,服装,48,Alabama,L,蓝色,春,3.2,否,次日达,否,31,PayPal,双周,老年,14,忠实客户
3041,18,女,手提包,配饰,32,Nebraska,M,金色,秋,4.1,否,快递,否,10,现金,每两周,青年,14,回头客
3042,48,女,手提包,配饰,79,Rhode Island,M,橙色,冬,4.0,否,快递,否,27,PayPal,每月,中年,30,忠实客户
3043,53,女,大衣,外套,27,South Dakota,L,绿松石色,冬,2.9,否,次日达,否,14,PayPal,每三个月,中年,90,忠实客户
3044,45,女,腰带,配饰,98,Illinois,S,桃色,秋,2.6,否,门店自提,否,17,信用卡,每月,中年,30,忠实客户
3045,21,女,靴子,鞋履,67,North Carolina,M,品红色,冬,2.7,否,包邮,否,10,银行转账,每季,青年,90,回头客
3046,42,女,袜子,服装,37,Florida,L,黑色,冬,4.6,否,两日达,否,4,PayPal,双周,成年,14,回头客
3047,60,女,鞋子,鞋履,49,Pennsylvania,M,白色,春,3.2,否,门店自提,否,25,现金,每三个月,老年,90,忠实客户
3048,21,女,运动鞋,鞋履,74,Vermont,M,紫罗兰色,秋,4.1,否,两日达,否,3,PayPal,双周,青年,14,回头客
3049,69,女,首饰,配饰,93,Colorado,M,橄榄绿,夏,3.9,否,标准快递,否,47,Venmo,每两周,老年,14,忠实客户
3050,40,女,手提包,配饰,60,Utah,L,红色,夏,3.0,否,次日达,否,41,银行转账,双周,成年,14,忠实客户
3051,31,女,大衣,外套,76,Kentucky,S,绿色,春,3.6,否,标准快递,否,28,Venmo,每三个月,青年,90,忠实客户
3052,44,女,太阳镜,配饰,64,Wyoming,L,金色,夏,4.6,否,快递,否,49,借记卡,每三个月,成年,90,忠实客户
3053,48,女,鞋子,鞋履,38,Maine,XL,橄榄绿,春,4.5,否,门店自提,否,7,银行转账,每两周,中年,14,回头客
3054,32,女,鞋子,鞋履,91,Maine,L,棕色,冬,3.2,否,次日达,否,22,银行转账,每月,成年,30,忠实客户
3055,42,女,靴子,鞋履,70,New Hampshire,S,品红色,夏,4.9,否,两日达,否,34,Venmo,每月,成年,30,忠实客户
3056,27,女,凉鞋,鞋履,22,Kansas,M,紫罗兰色,秋,5.0,否,标准快递,否,5,借记卡,双周,青年,14,回头客
3057,69,女,手套,配饰,59,New Jersey,M,米色,春,3.8,否,标准快递,否,15,现金,双周,老年,14,忠实客户
3058,67,女,双肩包,配饰,22,North Carolina,M,蓝色,春,3.4,否,次日达,否,26,银行转账,每周,老年,7,忠实客户
3059,41,女,手提包,配饰,74,West Virginia,S,橙色,冬,3.8,否,门店自提,否,3,银行转账,每两周,成年,14,回头客
3060,46,女,毛衣,服装,71,Kentucky,L,栗色,春,3.2,否,快递,否,42,信用卡,每季,中年,90,忠实客户
3061,47,女,大衣,外套,80,California,S,炭灰色,夏,4.7,否,门店自提,否,1,Venmo,每月,中年,30,新客户
3062,33,女,T恤,服装,59,South Dakota,L,橄榄绿,秋,4.5,否,快递,否,20,PayPal,每三个月,成年,90,忠实客户
3063,51,女,双肩包,配饰,96,California,L,绿色,秋,3.3,否,标准快递,否,39,PayPal,每月,中年,30,忠实客户
3064,26,女,太阳镜,配饰,43,Connecticut,L,棕色,冬,3.9,否,门店自提,否,24,信用卡,每两周,青年,14,忠实客户
3065,22,女,腰带,配饰,76,Idaho,S,青色,冬,3.6,否,快递,否,49,银行转账,每季,青年,90,忠实客户
3066,49,女,夹克,外套,59,North Dakota,M,米色,秋,2.8,否,门店自提,否,7,Venmo,双周,中年,14,回头客
3067,58,女,半身裙,服装,48,Michigan,L,青绿色,夏,4.3,否,包邮,否,13,Venmo,每三个月,老年,90,忠实客户
3068,70,女,腰带,配饰,22,Missouri,S,灰色,春,3.5,否,包邮,否,2,现金,每周,老年,7,回头客
3069,32,女,靴子,鞋履,40,California,M,靛蓝色,冬,4.2,否,快递,否,4,借记卡,每周,成年,7,回头客
3070,62,女,牛仔裤,服装,73,Delaware,L,品红色,春,4.6,否,快递,否,17,借记卡,每季,老年,90,忠实客户
3071,52,女,鞋子,鞋履,26,Alabama,XL,红色,秋,2.6,否,包邮,否,43,PayPal,双周,中年,14,忠实客户
3072,23,女,毛衣,服装,41,New Hampshire,L,绿松石色,春,3.4,否,次日达,否,6,PayPal,每月,青年,30,回头客
3073,26,女,首饰,配饰,98,New York,L,桃色,春,3.1,否,标准快递,否,46,PayPal,每季,青年,90,忠实客户
3074,58,女,衬衫,服装,63,Oregon,L,白色,冬,3.6,否,包邮,否,7,借记卡,双周,老年,14,回头客
3075,26,女,靴子,鞋履,55,Massachusetts,L,栗色,冬,4.2,否,次日达,否,34,借记卡,每两周,青年,14,忠实客户
3076,54,女,短裤,服装,90,Utah,XL,米色,冬,3.6,否,标准快递,否,21,PayPal,每三个月,中年,90,忠实客户
3077,66,女,手提包,配饰,46,New Hampshire,M,蓝色,夏,3.6,否,快递,否,13,Venmo,双周,老年,14,忠实客户
3078,60,女,毛衣,服装,88,Illinois,S,红色,春,3.0,否,门店自提,否,33,借记卡,双周,老年,14,忠实客户
3079,32,女,腰带,配饰,95,Alaska,M,蓝色,春,2.5,否,两日达,否,24,银行转账,双周,成年,14,忠实客户
3080,48,女,腰带,配饰,31,Wyoming,M,栗色,秋,4.0,否,门店自提,否,4,银行转账,每年,中年,365,回头客
3081,69,女,卫衣,服装,42,Colorado,L,黄色,春,4.1,否,次日达,否,5,现金,双周,老年,14,回头客
3082,64,女,运动鞋,鞋履,44,Vermont,L,粉色,冬,4.9,否,次日达,否,11,信用卡,每周,老年,7,忠实客户
3083,56,女,T恤,服装,99,Utah,M,栗色,春,4.0,否,次日达,否,20,银行转账,每年,中年,365,忠实客户
3084,22,女,长裤,服装,20,Illinois,S,紫色,夏,3.5,否,门店自提,否,28,PayPal,每季,青年,90,忠实客户
3085,46,女,围巾,配饰,37,Idaho,S,靛蓝色,春,3.2,否,门店自提,否,43,PayPal,每月,中年,30,忠实客户
3086,24,女,毛衣,服装,50,Nevada,L,灰色,冬,2.8,否,门店自提,否,10,Venmo,每三个月,青年,90,回头客
3087,47,女,手提包,配饰,73,Utah,M,薰衣草紫,夏,3.5,否,次日达,否,26,Venmo,每三个月,中年,90,忠实客户
3088,62,女,衬衫,服装,84,North Carolina,M,炭灰色,春,3.1,否,包邮,否,29,银行转账,每月,老年,30,忠实客户
3089,34,女,连衣裙,服装,64,Arkansas,M,青绿色,春,3.3,否,门店自提,否,35,银行转账,每季,成年,90,忠实客户
3090,50,女,凉鞋,鞋履,21,North Carolina,L,蓝色,秋,4.6,否,包邮,否,23,现金,双周,中年,14,忠实客户
3091,29,女,衬衫,服装,36,Texas,M,桃色,夏,4.9,否,门店自提,否,15,银行转账,每季,青年,90,忠实客户
3092,68,女,连衣裙,服装,81,Nevada,L,橙色,冬,3.4,否,两日达,否,46,信用卡,每年,老年,365,忠实客户
3093,52,女,太阳镜,配饰,54,Utah,L,银色,秋,3.5,否,次日达,否,14,银行转账,双周,中年,14,忠实客户
3094,29,女,袜子,服装,63,Pennsylvania,L,红色,夏,4.8,否,门店自提,否,17,现金,每三个月,青年,90,忠实客户
3095,22,女,凉鞋,鞋履,59,Georgia,M,灰色,夏,2.7,否,门店自提,否,9,现金,每周,青年,7,回头客
3096,62,女,帽子,配饰,53,Minnesota,S,米色,秋,3.4,否,标准快递,否,13,Venmo,每两周,老年,14,忠实客户
3097,69,女,衬衫,服装,63,Kansas,L,白色,冬,3.5,否,次日达,否,20,银行转账,每月,老年,30,忠实客户
3098,48,女,鞋子,鞋履,33,Delaware,M,银色,秋,3.7,否,包邮,否,39,银行转账,每季,中年,90,忠实客户
3099,66,女,长裤,服装,64,New Mexico,L,青色,夏,3.3,否,次日达,否,50,银行转账,每季,老年,90,忠实客户
3100,42,女,衬衫,服装,98,Michigan,S,栗色,秋,2.9,否,包邮,否,21,银行转账,双周,成年,14,忠实客户
3101,50,女,帽子,配饰,85,Vermont,L,紫色,冬,3.9,否,快递,否,3,银行转账,每周,中年,7,回头客
3102,32,女,首饰,配饰,82,Idaho,S,棕色,夏,2.7,否,快递,否,9,PayPal,每两周,成年,14,回头客
3103,51,女,夹克,外套,85,South Dakota,M,绿色,夏,4.3,否,标准快递,否,29,现金,双周,中年,14,忠实客户
3104,27,女,衬衫,服装,37,Illinois,S,桃色,冬,3.0,否,两日达,否,42,银行转账,每周,青年,7,忠实客户
3105,43,女,长裤,服装,56,Georgia,S,绿松石色,夏,5.0,否,两日达,否,41,借记卡,每两周,成年,14,忠实客户
3106,48,女,半身裙,服装,33,Oregon,M,橄榄绿,秋,2.7,否,快递,否,17,借记卡,每月,中年,30,忠实客户
3107,62,女,凉鞋,鞋履,57,Alabama,M,黄色,冬,4.7,否,次日达,否,20,PayPal,每年,老年,365,忠实客户
3108,65,女,女式衬衫,服装,31,Hawaii,L,灰色,冬,4.6,否,标准快递,否,18,信用卡,双周,老年,14,忠实客户
3109,50,女,袜子,服装,69,Oregon,M,紫色,秋,3.2,否,两日达,否,7,PayPal,每月,中年,30,回头客
3110,60,女,夹克,外套,92,Illinois,M,灰色,冬,4.3,否,包邮,否,47,银行转账,每两周,老年,14,忠实客户
3111,19,女,手提包,配饰,46,Texas,L,薰衣草紫,秋,4.6,否,次日达,否,2,银行转账,双周,青年,14,回头客
3112,21,女,腰带,配饰,81,Kansas,XL,靛蓝色,春,4.9,否,包邮,否,25,借记卡,每季,青年,90,忠实客户
3113,19,女,女式衬衫,服装,97,Texas,S,绿色,秋,3.8,否,快递,否,26,Venmo,每年,青年,365,忠实客户
3114,46,女,衬衫,服装,93,Nebraska,L,绿色,夏,2.6,否,快递,否,2,借记卡,每周,中年,7,回头客
3115,21,女,手提包,配饰,56,Arkansas,M,橄榄绿,春,4.7,否,门店自提,否,45,Venmo,双周,青年,14,忠实客户
3116,26,女,围巾,配饰,53,South Dakota,M,炭灰色,秋,4.1,否,包邮,否,9,银行转账,双周,青年,14,回头客
3117,50,女,大衣,外套,66,Montana,L,灰色,春,3.7,否,门店自提,否,1,Venmo,每周,中年,7,新客户
3118,43,女,卫衣,服装,50,Florida,M,橄榄绿,秋,3.0,否,包邮,否,4,PayPal,双周,成年,14,回头客
3119,61,女,短裤,服装,97,Virginia,L,蓝色,夏,4.7,否,标准快递,否,31,借记卡,每季,老年,90,忠实客户
3120,63,女,凉鞋,鞋履,79,Louisiana,XL,银色,冬,4.7,否,两日达,否,21,信用卡,每三个月,老年,90,忠实客户
3121,46,女,衬衫,服装,76,Louisiana,M,品红色,秋,4.0,否,门店自提,否,32,借记卡,每两周,中年,14,忠实客户
3122,63,女,卫衣,服装,38,Louisiana,L,黑色,秋,2.6,否,标准快递,否,16,Venmo,每周,老年,7,忠实客户
3123,23,女,袜子,服装,45,Georgia,M,粉色,秋,3.0,否,快递,否,34,信用卡,每两周,青年,14,忠实客户
3124,57,女,手提包,配饰,77,Iowa,XL,红色,秋,3.3,否,次日达,否,40,Venmo,双周,中年,14,忠实客户
3125,57,女,首饰,配饰,51,California,M,桃色,夏,3.4,否,标准快递,否,4,现金,每三个月,中年,90,回头客
3126,33,女,大衣,外套,26,Oregon,L,薰衣草紫,春,4.0,否,标准快递,否,3,现金,每季,成年,90,回头客
3127,57,女,太阳镜,配饰,76,Maine,L,薰衣草紫,冬,2.6,否,门店自提,否,28,银行转账,双周,中年,14,忠实客户
3128,55,女,手套,配饰,94,Louisiana,M,米色,冬,3.4,否,包邮,否,43,信用卡,每三个月,中年,90,忠实客户
3129,65,女,夹克,外套,32,Arkansas,S,靛蓝色,秋,4.4,否,标准快递,否,20,现金,每年,老年,365,忠实客户
3130,60,女,凉鞋,鞋履,20,Maryland,S,青色,夏,4.7,否,快递,否,40,Venmo,每三个月,老年,90,忠实客户
3131,52,女,长裤,服装,20,Vermont,M,黄色,夏,4.5,否,门店自提,否,34,Venmo,每三个月,中年,90,忠实客户
3132,34,女,夹克,外套,59,North Dakota,M,桃色,秋,2.9,否,门店自提,否,11,银行转账,每三个月,成年,90,忠实客户
3133,33,女,毛衣,服装,97,Michigan,M,黄色,夏,4.2,否,快递,否,26,现金,每季,成年,90,忠实客户
3134,58,女,T恤,服装,68,Arkansas,M,橙色,春,4.1,否,次日达,否,29,现金,双周,老年,14,忠实客户
3135,35,女,靴子,鞋履,66,Kentucky,L,灰色,春,4.4,否,门店自提,否,47,银行转账,每周,成年,7,忠实客户
3136,68,女,鞋子,鞋履,85,Indiana,L,黄色,春,4.7,否,包邮,否,48,Venmo,每两周,老年,14,忠实客户
3137,58,女,半身裙,服装,32,Minnesota,M,灰色,秋,3.1,否,次日达,否,29,现金,双周,老年,14,忠实客户
3138,34,女,大衣,外套,44,Louisiana,M,绿松石色,春,2.7,否,两日达,否,14,银行转账,每月,成年,30,忠实客户
3139,47,女,女式衬衫,服装,95,Kentucky,L,灰色,秋,4.6,否,次日达,否,40,现金,每三个月,中年,90,忠实客户
3140,35,女,太阳镜,配饰,85,Georgia,M,橄榄绿,冬,4.4,否,次日达,否,4,Venmo,每周,成年,7,回头客
3141,34,女,手套,配饰,44,Alaska,XL,桃色,夏,4.6,否,包邮,否,37,银行转账,每周,成年,7,忠实客户
3142,36,女,太阳镜,配饰,30,Mississippi,S,桃色,冬,4.9,否,快递,否,47,信用卡,双周,成年,14,忠实客户
3143,23,女,运动鞋,鞋履,21,Kansas,L,品红色,冬,4.0,否,两日达,否,1,Venmo,每季,青年,90,新客户
3144,68,女,卫衣,服装,22,Arizona,M,紫色,夏,2.9,否,门店自提,否,26,现金,每季,老年,90,忠实客户
3145,23,女,靴子,鞋履,70,Maine,L,米色,春,2.6,否,包邮,否,12,借记卡,每季,青年,90,忠实客户
3146,57,女,手提包,配饰,29,Texas,XL,紫色,春,4.6,否,标准快递,否,16,PayPal,每两周,中年,14,忠实客户
3147,21,女,衬衫,服装,83,Virginia,S,黄色,冬,4.9,否,包邮,否,19,PayPal,每年,青年,365,忠实客户
3148,45,女,毛衣,服装,99,North Dakota,M,粉色,冬,4.3,否,快递,否,21,信用卡,每周,中年,7,忠实客户
